t_min,t_max
56099.685204,56099.6913506
56100.1621377,56100.1727279
56100.9004703,56100.9044176
56106.6660029,56106.6718832
56107.1515703,56107.1558647
56107.5513733,56107.555668
56107.9458411,56107.9501354
56108.1285726,56108.1328669
56108.4135148,56108.4178091
56108.9451003,56108.9505521
56109.1258641,56109.1301588
56109.4102741,56109.4145684
56110.4478433,56110.4521377
56111.8720563,56111.8775084
56112.0041386,56112.0084329
56112.187473,56112.1917677
56112.9346489,56112.9389436
56113.0711767,56113.0754714
56113.3291745,56113.3334688
56114.9300529,56114.9343473
56115.1097648,56115.1140592
56115.9274267,56115.9317214
56116.0627278,56116.0670221
56117.5606445,56117.5665244
56117.8554245,56117.8597192
56119.8500078,56119.8543025
56119.9824385,56119.9867329
56120.257207,56120.2732027
56120.3398574,56120.355308
56120.7142889,56120.7185821
56120.8213737,56120.8215014
56121.1748459,56121.1791403
56121.9110033,56121.9152977
56122.0457485,56122.0500429
56122.8417093,56122.8460036
56124.8355748,56124.8398696
56129.6227163,56129.6270107
56129.7551582,56129.7594529
56129.8881096,56129.8924044
56130.0216052,56130.0258995
56130.9517785,56130.9560733
56132.145633,56132.1515129
56132.3478552,56132.3521496
56132.5214545,56132.5257476
56132.6807719,56132.6850662
56132.8137348,56132.8180292
56133.1418838,56133.148828
56133.1813619,56133.1883188
56133.6779695,56133.6822629
56133.8109222,56133.8152166
56133.9438619,56133.9481566
56134.5158063,56134.520101
56134.6751119,56134.6794066
56134.8080633,56134.8123577
56135.3398804,56135.3441751
56135.5339663,56135.5382607
56135.6722415,56135.6765362
56136.0711304,56136.0754251
56137.809383,56137.8094758
56137.8659915,56137.8715014
56139.3482936,56139.3483866
56139.3704708,56139.3754018
56142.7811081,56142.7854024
56143.1134807,56143.1177754
56143.7781914,56143.7824861
56144.7088047,56144.7130991
56147.2199158,56147.2242102
56147.4858188,56147.490112
56147.6390362,56147.6433306
56149.4137355,56149.4180298
56157.1692341,56157.1692605
56160.3691403,56160.3692102
56160.3904251,56160.3950669
56169.3648929,56169.3707728
56180.2772428,56180.2831231
56185.8867809,56185.8937252
56185.9442106,56185.9511672
56192.4225902,56192.4226831
56192.4454606,56192.4506231
56197.7086904,56197.7145703
56201.0544776,56201.0567922
56203.2026022,56203.2026951
56203.2579033,56203.2624292
56205.6695582,56205.6716536
56214.2743848,56214.278841
56225.2679853,56225.2772443
56225.4362711,56225.4363007
56227.1193509,56227.121434
56233.8961331,56233.9024992
56234.076573,56234.0766021
56235.05236,56235.0582403
56236.6789342,56236.6829155
56253.1068166,56253.1113305
56255.593194,56255.5945827
56255.6543861,56255.6590275
56257.5450213,56257.5509016
56260.8787844,56260.8801731
56260.9422331,56260.9468749
56262.3957637,56262.395812
56268.0344787,56268.0365738
56269.193842,56269.1992938
56269.5874298,56269.5928819
56269.7738535,56269.7793056
56270.5134368,56270.518889
56270.9107053,56270.9161575
56271.654062,56271.6595138
56271.9075224,56271.912973
56273.0402194,56273.0456712
56276.6391083,56276.6445601
56280.4922331,56280.4976853
56280.6270594,56280.6325116
56280.8294091,56280.8372916
56281.4225805,56281.4280323
56281.9543614,56281.959812
56282.6207631,56282.6262153
56287.4037838,56287.4092356
56287.7577201,56287.7656026
56288.3341783,56288.33963
56288.4670949,56288.4725467
56289.1980905,56289.2035423
56289.3310072,56289.3364589
56289.4640627,56289.4695145
56289.6606946,56289.6661463
56290.2615394,56290.2669915
56290.7974305,56290.8033108
56291.2582638,56291.263716
56291.391169,56291.3966212
56292.1888083,56292.19426
56292.3217246,56292.3271767
56292.6953821,56292.6983915
56295.3122453,56295.3176975
56295.445162,56295.4506141
56295.8344338,56295.834781
56295.8436004,56295.8453365
56296.3090742,56296.314526
56296.4151738,56296.4153015
56297.305845,56297.3112971
56297.8887393,56297.8889243
56297.8916326,56297.8937161
56298.2362038,56298.2416556
56298.3571183,56298.3612971
56299.2277083,56299.2331604
56299.7646646,56299.7701163
56300.3622109,56300.3676626
56300.4956598,56300.5011119
56300.6285416,56300.6339937
56301.1548612,56301.160313
56301.4924423,56301.4978941
56301.9906483,56301.9985308
56303.286609,56303.2920608
56303.4195257,56303.4249774
56304.9002316,56304.9061119
56307.2735186,56307.2789704
56307.4059027,56307.4113549
56307.5393172,56307.5447693
56308.1683571,56308.1753017
56308.4031368,56308.4085886
56308.5360301,56308.5414823
56308.7348498,56308.7403015
56309.0239701,56309.0318641
56309.2669561,56309.2724078
56309.3998612,56309.405313
56311.8942251,56311.9021076
56313.4603945,56313.4624776
56319.4361929,56319.4420728
56319.6687856,56319.673068
56321.7970029,56321.8048854
56326.2219922,56326.2221079
56326.2246077,56326.2257653
56326.8554751,56326.8615291
56329.3502214,56329.3504527
56350.8970385,56350.9134275
56353.5045733,56353.5130113
56353.7040521,56353.7124906
56363.5492836,56363.5553376
56364.2953603,56364.3031269
56364.3199328,56364.32109
56370.8672939,56370.8730808
56371.7337754,56371.7395622
56376.0339602,56376.0340993
56376.0366687,56376.0384048
56382.9554889,56382.9578035
56392.0790063,56392.0849329
56404.6697711,56404.6756513
56408.9434514,56408.9455469
56409.0120974,56409.0141928
56415.0885915,56415.0887301
56415.0912996,56415.0926883
56428.4436841,56428.4543205
56431.0033466,56431.0102571
56434.600825,56434.6029201
56436.5676535,56436.5735338
56441.2326776,56441.2356866
56458.1644369,56458.166983
56462.7317632,56462.7347722
56469.5342523,56469.535641
56469.597249,56469.6018907
56470.5413008,56470.5520647
56470.6048764,56470.6162315
56470.675479,56470.6862428
56470.7378164,56470.7491711
56470.808419,56470.8191828
56470.8707675,56470.8821226
56470.9413586,56470.9521225
56471.003719,56471.0150741
56471.0742986,56471.0850625
56471.1366705,56471.1480252
56471.4514049,56471.4527939
56471.5167631,56471.5214034
56471.6060579,56471.6168217
56471.668476,56471.6798307
56471.7389975,56471.7497614
56471.8014275,56471.8127822
56471.8719375,56471.8827014
56471.9343786,56471.9457337
56472.0048771,56472.015641
56472.0673186,56472.0786733
56472.7982801,56472.8096225
56472.798499,56472.8098541
56472.8689049,56472.8796688
56472.931439,56472.9427937
56473.0018449,56473.0126088
56473.0643905,56473.0757452
56475.7536034,56475.7578978
56475.8865082,56475.890803
56475.9935223,56475.99365
56476.1522953,56476.15659
56477.4286847,56477.4333265
56477.458199,56477.4600506
56480.3510001,56480.3578865
56482.0900723,56482.0959528
56482.3028286,56482.3030021
56482.305676,56482.3074117
56484.4438469,56484.4481413
56485.6540088,56485.6583035
56486.3234417,56486.3277365
56487.319854,56487.3241483
56488.9648769,56488.9703291
56489.9777706,56489.982065
56492.3131185,56492.3250631
56496.2168562,56496.2211506
56497.0244951,56497.0287894
56497.2877459,56497.2920391
56497.5577588,56497.5620535
56498.0703169,56498.0746113
56499.7503747,56499.7546691
56499.8832451,56499.8875394
56499.9371233,56499.938512
56499.9988584,56500.0035002
56500.2750506,56500.279345
56500.746914,56500.7512087
56500.8797958,56500.8840905
56501.8762892,56501.8805835
56502.9404558,56502.9447502
56504.1857922,56504.1859309
56504.1885003,56504.1898894
56508.1873891,56508.1916838
56509.6485465,56509.6528412
56509.7814054,56509.7856997
56509.976938,56509.9812323
56511.5749587,56511.5792531
56511.7078291,56511.7121234
56514.4597622,56514.4627712
56516.8012202,56516.8096931
56517.526498,56517.5349708
56517.8041483,56517.8115797
56518.3155143,56518.3240101
56518.3716139,56518.3814757
56518.6596346,56518.6667186
56518.9457806,56518.9478757
56520.307725,56520.3160819
56520.3743683,56520.3827253
56521.3131298,56521.3204453
56522.2863824,56522.2947971
56524.1071113,56524.1092068
56530.4735698,56530.4820427
56530.542285,56530.5506986
56531.8936054,56531.8949941
56531.9563476,56531.9609894
56533.4779565,56533.4857001
56534.3435235,56534.3517186
56535.0223546,56535.0312786
56538.0475286,56538.0560015
56540.1847508,56540.1932122
56540.3921106,56540.4016022
56541.8536167,56541.8630848
56542.4221932,56542.4247392
56542.8550519,56542.8645433
56543.7292997,56543.7406778
56543.7944386,56543.8058166
56543.8608853,56543.8722633
56544.138096,56544.1484089
56544.8590797,56544.8704578
56544.9337671,56544.9451452
56546.7662786,56546.7749137
56547.3011053,56547.3032007
56548.4018112,56548.4097515
56548.8427379,56548.8441266
56548.9708156,56548.9754574
56549.6440227,56549.6478884
56549.7792427,56549.7815573
56549.7923327,56549.7963836
56552.1842079,56552.1843003
56552.2209786,56552.2213258
56552.3074486,56552.3090143
56552.4133512,56552.4168003
56552.5469279,56552.5503766
56555.7435712,56555.7438025
56555.7453882,56555.7494391
56555.9911986,56555.9914299
56555.9930156,56555.9970666
56558.5355841,56558.5376796
56559.5322279,56559.5343233
56560.5816006,56560.5862433
56560.6111175,56560.6129691
56562.3157812,56562.3178763
56562.6383282,56562.6489069
56569.159196,56569.1748214
56569.2382933,56569.2540347
56569.4243931,56569.440018
56569.5040225,56569.5197625
56570.0892079,56570.1048328
56570.089844,56570.1046713
56570.4877612,56570.5033858
56570.5668696,56570.5826113
56570.6870549,56570.7026799
56570.7661636,56570.781905
56570.8863142,56570.9019391
56570.9654344,56570.9811758
56571.0855968,56571.1012217
56571.1647051,56571.1804469
56571.5505734,56571.5661984
56571.681314,56571.6970673
56573.3357818,56573.3441621
56574.0434436,56574.0505854
56576.6117655,56576.6183169
56577.6181892,56577.623641
56578.1870199,56578.1954928
56580.1668359,56580.1718124
56583.1060477,56583.1143587
56587.2784785,56587.2858747
56588.1584675,56588.1668474
56593.4368589,56593.4369975
56593.4395674,56593.440956
56604.7772405,56604.7861185
56605.8426109,56605.84899
56607.0672414,56607.0754704
56607.077009,56607.080933
56609.299128,56609.3073571
56609.3088957,56609.3129226
56609.9715809,56609.9779585
56614.9388848,56614.9452625
56615.6253663,56615.6317788
56616.5314662,56616.5470912
56616.6075885,56616.6233284
56616.9963617,56617.0119867
56617.0724959,56617.0882373
56617.394834,56617.4104589
56617.4709911,56617.4867328
56617.66113,56617.6759573
56617.740274,56617.7565815
56617.9925654,56618.0081904
56618.0687226,56618.0844643
56618.4574614,56618.4730863
56618.5852618,56618.6010151
56624.3674962,56624.3718941
56624.3926,56624.3965473
56625.5278892,56625.5356562
56625.5728088,56625.5773223
56627.8387574,56627.8417788
56631.5272063,56631.5363621
56633.35488,56633.3635134
56634.1798685,56634.1888506
56634.9158163,56634.9247869
56636.0450537,56636.0540358
56636.1092789,56636.112045
56639.0499619,56639.0543717
56640.5399611,56640.5483991
56641.2412574,56641.2476354
56642.0713508,56642.0714432
56642.1060382,56642.1063854
56642.284036,56642.2877976
56642.4573001,56642.4609458
56643.0042212,56643.0076702
56643.3887352,56643.3924965
56644.1303323,56644.1330521
56644.3117781,56644.3208762
56644.7211426,56644.7245913
56645.0097538,56645.0132028
56645.195066,56645.1978321
56645.7098464,56645.7143598
56645.7099033,56645.7138502
56646.7069866,56646.7160843
56647.0639655,56647.0712332
56653.6016317,56653.611482
56654.6116171,56654.6199502
56654.6214928,56654.6254168
56655.374476,56655.3786424
56655.3745369,56655.3785534
56658.3371872,56658.3451738
56661.1813306,56661.1873612
56661.2380554,56661.2479053
56662.2043291,56662.2128941
56662.2144324,56662.2186112
56662.3337104,56662.3433901
56662.9312728,56662.9409379
56664.3681246,56664.3702201
56667.9482057,56667.9492594
56674.0246295,56674.0343638
56676.0948035,56676.1045382
56680.0811694,56680.0903252
56680.3483225,56680.3568871
56680.3584249,56680.3626037
56684.202512,56684.2103482
56684.3752664,56684.3816445
56687.5860997,56687.592906
56687.8706949,56687.87279
56689.4963083,56689.5032997
56689.7666672,56689.7730797
56690.7002094,56690.7085429
56690.7100812,56690.7140056
56697.377732,56697.3854408
56699.9955561,56700.0052093
56702.9294338,56702.9374207
56704.9140404,56704.9236592
56705.9374435,56705.9376748
56705.9392606,56705.9433115
56706.7870612,56706.7966452
56706.9155797,56706.9253141
56709.3797928,56709.3800244
56711.3282535,56711.336587
56711.338126,56711.3420504
56712.8543412,56712.8607655
56715.1888319,56715.19521
56716.5267949,56716.5346659
56716.6754986,56716.6847704
56720.9699905,56720.9702218
56720.9718075,56720.9758584
56723.4181723,56723.4284277
56726.2069114,56726.2090065
56731.8650018,56731.8719928
56731.9449437,56731.953521
56737.3272127,56737.3302218
56740.4852563,56740.4929654
56740.7755803,56740.7839895
56740.9816222,56740.9908936
56741.5723859,56741.5807951
56741.6387981,56741.6471839
56741.7531153,56741.7534047
56741.7627449,56741.7648281
56742.0435781,56742.0528728
56742.8965177,56742.9061713
56742.97396,56742.9836365
56743.2294926,56743.2374095
56745.0166685,56745.0245162
56745.0954992,56745.1044928
56745.8131844,56745.8221784
56746.0119807,56746.0195276
56746.1472355,56746.1545047
56748.6010085,56748.6095858
56750.2862055,56750.2939258
56751.4173974,56751.4262291
56755.2400248,56755.2472247
56756.6997942,56756.7025488
56756.7934285,56756.8027691
56756.8891922,56756.8985332
56767.8661949,56767.8664262
56767.868012,56767.8720629
56768.9144701,56768.9228036
56768.9243425,56768.9283943
56770.7010325,56770.719598
56770.9003496,56770.9187417
56771.6968888,56771.715281
56771.8960325,56771.9144247
56772.4147129,56772.4313343
56772.6925603,56772.7109524
56772.8917036,56772.9100958
56773.7539259,56773.7729776
56773.8365185,56773.843915
56780.437734,56780.4398291
56780.9458125,56780.9537069
56783.8609283,56783.8681154
56789.9086025,56789.9177932
56790.6201386,56790.6291924
56790.69123,56790.7002584
56793.2003388,56793.209205
56793.8774318,56793.8784843
56794.6005933,56794.6075847
56794.673834,56794.6810221
56794.8857785,56794.8949921
56795.0562533,56795.0639621
56796.7238629,56796.7308706
56802.0786259,56802.0874573
56803.6420633,56803.6495291
56804.3800471,56804.3879191
56804.6331977,56804.640675
56804.6998759,56804.7073417
56804.7804748,56804.7878613
56807.7598525,56807.7672491
56807.8238803,56807.8313002
56808.6839614,56808.6935802
56808.7612185,56808.7708717
56815.6671566,56815.674391
56816.926601,56816.9342058
56818.0914159,56818.0986846
56819.3770292,56819.3844487
56819.7074577,56819.7148658
56819.7927236,56819.8004328
56821.1849459,56821.190745
56823.0396451,56823.0469024
56823.9002818,56823.9094835
56829.8766822,56829.8865324
56830.152284,56830.1621339
56830.9567633,56830.9627939
56835.1614736,56835.1688702
56836.1487433,56836.1574005
56836.1589392,56836.1631176
56837.0509644,56837.0605717
56837.3075847,56837.3161213
56837.3739392,56837.3824813
56837.4261381,56837.4353402
56837.4933718,56837.5007569
56837.609807,56837.6190783
56837.7715211,56837.7717524
56837.7733381,56837.777389
56838.6177933,56838.6269721
56839.0709877,56839.0797961
56839.7618903,56839.7710924
56839.8966125,56839.9038124
56841.3505602,56841.3590735
56841.4099698,56841.4171464
56841.6052243,56841.6123779
56843.2573887,56843.2646231
56843.3301435,56843.3406416
56843.9407454,56843.9493105
56846.1063817,56846.1164057
56857.6701317,56857.6785234
56857.7396806,56857.7470653
56872.3979912,56872.4066826
56872.877135,56872.8843693
56883.1933387,56883.1943923
56885.4678765,56885.4748208
56885.533915,56885.5397152
56885.6660825,56885.6730271
56885.7473431,56885.7531423
56886.2606888,56886.2676334
56886.3267298,56886.3325289
56886.4588951,56886.4658393
56886.5249357,56886.5307349
56886.6935353,56886.6956304
56887.5444842,56887.5519504
56888.2046231,56888.2122278
56889.1711288,56889.1780734
56889.2373201,56889.2431193
56890.5918572,56890.6005845
56905.9597282,56905.9618233
56908.4525638,56908.4566267
56908.4693002,56908.4706889
56908.5274016,56908.5314648
56908.544138,56908.5455267
56908.6013836,56908.6013926
56908.6144854,56908.6144945
56908.7955268,56908.7995896
56908.8122628,56908.8136519
56909.2408047,56909.2417304
56909.2610132,56909.262286
56909.3177142,56909.3238607
56909.3700525,56909.3709782
56910.7192191,56910.7201448
56910.7394273,56910.7407004
56910.7974827,56910.8036293
56910.849821,56910.8507467
56913.6921008,56913.6941963
56914.0558054,56914.0564997
56914.0760832,56914.0767775
56914.132286,56914.1369278
56914.1857128,56914.1864071
56914.6486634,56914.6527263
56914.6654003,56914.6667893
56917.4741158,56917.4892545
56917.5519505,56917.5678422
56918.6697406,56918.6848797
56918.746499,56918.7623911
56918.8689073,56918.884046
56918.9456079,56918.9614996
56919.4643469,56919.479486
56919.542992,56919.5588841
56919.6660021,56919.6811412
56919.7421123,56919.7580044
56919.8652036,56919.8803423
56919.9412905,56919.9571826
56920.5292891,56920.5444282
56920.605249,56920.6211411
56920.7284906,56920.7436297
56920.8710938,56920.8867893
56933.1877847,56933.2004582
56945.6896835,56945.6899148
56945.6915006,56945.6955515
56946.894393,56946.8954466
56947.6164195,56947.6290933
56968.2378438,56968.2387696
56968.2580524,56968.2593251
56968.3178197,56968.3239662
56968.3701472,56968.3710729
56972.9883416,56972.9883566
56973.0014783,56973.0014873
56985.2312583,56985.246397
56985.3036193,56985.319511
56985.4302861,56985.4454247
56985.5027511,56985.5186432
56985.6293023,56985.644441
56985.7079593,56985.7238514
56986.2263394,56986.2414781
56986.2991863,56986.3150784
56987.1548809,56987.1700199
56987.2282489,56987.244141
56987.5598924,56987.5759688
56987.5600311,56987.5759232
56988.2163857,56988.2315244
56988.2898807,56988.3057729
56988.4887812,56988.5048577
56988.48892,56988.5048121
56989.1447998,56989.1599388
56989.2187,56989.2345921
56989.3437468,56989.3588855
56989.4177163,56989.4336084
56989.5433296,56989.5579718
56989.6166053,56989.6326818
56993.0030868,56993.0030984
56993.0159342,56993.0159455
56994.1252861,56994.1259803
56994.1452861,56994.1459803
56994.201987,56994.2079021
56994.2513161,56994.2520103
57002.351177,57002.3575666
57002.4174963,57002.4238858
57002.4870575,57002.4879832
57002.5072657,57002.5085388
57002.5627511,57002.5688973
57002.6151016,57002.6160273
57009.4476364,57009.4603099
57027.567556,57027.5715836
57032.1993373,57032.2034002
57032.2160745,57032.2174632
57032.8730652,57032.8730743
57032.8861671,57032.8861761
57036.7109241,57036.724755
57042.9977641,57043.0129032
57043.0698244,57043.0857162
57043.1967575,57043.2118961
57043.2689214,57043.2848136
57044.1916878,57044.2068269
57044.2643266,57044.2802187
57044.3243152,57044.3394539
57044.3991644,57044.4150565
57044.9218266,57044.9364684
57044.9940604,57045.0101369
57045.1267571,57045.1428336
57045.1268959,57045.142788
57045.9159241,57045.9310628
57045.9893614,57046.0052536
57046.0485397,57046.0636787
57046.1220466,57046.1379384
57046.6931114,57046.6945121
57046.9842689,57047.0003454
57046.9844077,57047.0002995
57047.0431578,57047.0582965
57047.1170696,57047.1329617
57056.9165382,57056.9239224
57059.4585634,57059.466052
57065.0580881,57065.0664913
57066.3301606,57066.3385639
57070.8285866,57070.8363068
57070.9884248,57070.9884361
57071.0012719,57071.0012831
57076.7080197,57076.7218506
57091.1229384,57091.1300224
57096.2702482,57096.2805313
57097.8208095,57097.8278935
57110.4733788,57110.477442
57110.4901158,57110.4915045
57110.9538073,57110.9578702
57110.970544,57110.971933
57112.1868865,57112.1909375
57113.6820132,57113.6872798
57115.0006358,57115.0059028
57118.8998373,57118.9051039
57119.4354854,57119.440752
57120.273298,57120.2785646
57121.2661336,57121.2714002
57122.4577769,57122.4630439
57135.9427199,57135.9498038
57136.5889362,57136.5963667
57138.6426514,57138.6503478
57145.6971536,57145.7046071
57149.3088549,57149.3159389
57150.7026166,57150.7100471
57152.3111927,57152.3181826
57152.9193757,57152.9246423
57153.1696073,57153.170533
57153.227408,57153.2286812
57153.2950123,57153.3011585
57153.3179521,57153.3188782
57153.8466327,57153.8518993
57157.9835886,57157.9912282
57158.480776,57158.4891793
57159.4562275,57159.4647467
57162.3283571,57162.3354411
57163.7165038,57163.725023
57164.0308695,57164.0308845
57164.0440061,57164.0440152
57166.6293523,57166.6334156
57166.6460895,57166.6474782
57169.7614242,57169.7684156
57170.7645502,57170.7652444
57170.8160665,57170.8167607
57170.8883223,57170.8942371
57170.8934969,57170.8941911
57176.5200361,57176.5271889
57179.5600347,57179.5640978
57179.5767724,57179.5781611
57180.1622816,57180.1697474
57181.5635895,57181.5707422
57195.7857075,57195.7927911
57198.575823,57198.582907
57202.2355347,57202.2357082
57202.2909514,57202.2911249
57202.3546193,57202.3586826
57202.3664258,57202.3665993
57220.4034752,57220.4166695
57220.4036941,57220.416901
57220.536033,57220.5492272
57220.5362522,57220.5494588
57220.6685793,57220.6817739
57220.6687985,57220.6820051
57220.8011371,57220.8143317
57220.8013563,57220.8145628
57221.3314034,57221.3445976
57221.3316226,57221.3448291
57221.4639612,57221.4771558
57221.4641803,57221.4773873
57221.5965308,57221.609725
57221.5967496,57221.6099565
57221.7290886,57221.7422828
57221.7293055,57221.7425132
57221.8622715,57221.8754658
57221.8624903,57221.8756973
57222.2593893,57222.2725839
57222.2596085,57222.2728154
57222.3919589,57222.4051532
57222.3921781,57222.4053847
57222.5245286,57222.5377228
57222.524745,57222.5379528
57226.5685445,57226.583475
57226.5687637,57226.5837066
57226.7010908,57226.7160213
57226.70131,57226.7162528
57226.8336489,57226.8485795
57226.8338677,57226.8488106
57227.1001186,57227.1150491
57227.1007544,57227.1156973
57227.2313223,57227.2462528
57227.2315414,57227.2464843
57227.3638804,57227.3788106
57227.3640992,57227.3790421
57227.4964497,57227.5113802
57227.4966689,57227.5116117
57227.6290193,57227.6439498
57227.6292381,57227.644181
57227.7615771,57227.7765076
57227.7617959,57227.7767391
57228.5569241,57228.5718547
57228.5571433,57228.5720862
57228.6894823,57228.7044124
57228.6897011,57228.7046439
57228.8220401,57228.8369706
57228.8222589,57228.8372021
57228.9546093,57228.9695398
57228.9548285,57228.9697714
57229.0871671,57229.102098
57229.0873863,57229.1023291
57229.2197252,57229.2346558
57229.219944,57229.2348873
57241.5336834,57241.5463573
57253.0559063,57253.0634642
57266.4133137,57266.4284527
57266.4900036,57266.5058954
57266.678337,57266.6934757
57266.7550729,57266.770965
57267.4838693,57267.4999457
57267.484008,57267.4999002
57267.6722489,57267.6873879
57267.7490777,57267.7649694
57268.2685685,57268.2837072
57268.3454432,57268.3613354
57268.7986263,57268.8137654
57268.8776307,57268.8935228
57269.3293246,57269.3439728
57269.4055244,57269.4216009
57269.4748533,57269.4748646
57269.4877004,57269.487712
57269.5274689,57269.5426079
57269.6044595,57269.6203513
57270.4550848,57270.4702235
57270.5321099,57270.548002
57270.6538578,57270.6689968
57270.7308947,57270.7467869
57271.6477352,57271.6628742
57271.7248299,57271.740722
57275.1160799,57275.1184065
57275.7091014,57275.7177242
57282.7336966,57282.742319
57286.3729895,57286.3782561
57287.8533599,57287.8586269
57288.6966133,57288.7052357
57291.8280943,57291.8333612
57292.8216362,57292.8269027
57295.652817,57295.6614394
57296.0008258,57296.0060927
57298.2152011,57298.2155483
57298.2705137,57298.2708609
57298.288835,57298.2950972
57298.3322729,57298.3326201
57300.2122148,57300.2194023
57300.6936847,57300.7013939
57302.9590558,57302.9599819
57302.9776325,57302.9789052
57303.0366476,57303.0427942
57303.0943684,57303.0952941
57313.7513128,57313.7585349
57314.4800851,57314.485352
57315.3409184,57315.3461853
57321.233535,57321.2388016
57323.3520187,57323.3572853
57328.3873199,57328.3875223
57328.9841369,57328.9842352
57338.1561169,57338.1561319
57338.6745313,57338.67456
57339.5664176,57339.566626
57340.1178647,57340.1178934
57343.8574017,57343.8574478
57344.0275173,57344.0278993
57350.036302,57350.0422167
57350.2544965,57350.2545311
57355.9735243,57355.9735648
57365.8699139,57365.8701915
57370.3455621,57370.3459033
57372.2019395,57372.2020548
57372.7546476,57372.7547982
57376.9710365,57376.9712622
57381.1074831,57381.1152963
57381.2098906,57381.2100296
57384.471521,57384.47923
57386.0115919,57386.0194052
57388.108595,57388.108624
57388.862379,57388.8701922
57389.0613027,57389.0691156
57391.9791034,57391.9869167
57393.000308,57393.0004122
57397.145886,57397.1536989
57397.3228079,57397.3229181
57398.9341731,57398.9382359
57400.1897061,57400.1897581
57400.3730509,57400.3732825
57402.5540348,57402.5604125
57405.4064887,57405.4065348
57410.6754468,57410.6754759
57428.7969986,57428.7971199
57436.0240934,57436.0242669
57447.1181682,57447.1212354
57448.1931214,57448.2008302
57450.6850425,57450.6928558
57451.6127843,57451.6205962
57453.9825086,57453.9825606
57485.1026482,57485.1028158
57489.2196619,57489.2198991
57491.0065719,57491.0066006
57499.3052759,57499.305305
57511.1579381,57511.1584357
57516.6597204,57516.6598768
57517.656723,57517.6567516
57517.89126,57517.8913465
57517.9325448,57517.9327239
57518.7478107,57518.7479205
57531.3710861,57531.3750449
57534.346006,57534.3471172
57540.0419319,57540.041961
57580.1349651,57580.1349938
57587.2786577,57587.2788197
57595.4978128,57595.4979863
57619.760198,57619.7603367
57630.4673625,57630.4674778
57631.4611703,57631.4612626
57631.996124,57631.9961526
57633.2762858,57633.2763149
57646.0802217,57646.0802851
57653.5508005,57653.5508988
57655.5632194,57655.5633177
57656.9354765,57656.9355574
57659.0024902,57659.0043422
57660.1284857,57660.1325596
57661.793995,57661.7940933
57662.0176291,57662.0177333
57662.1899902,57662.1940644
57668.9347009,57668.9393303
57681.6268776,57681.6283359
57681.7703847,57681.7745511
57685.9482087,57685.9489144
57689.9192273,57689.9206856
57746.9583752,57746.9624261
57804.9483999,57804.9501938
57805.4478095,57805.4520461
57811.092799,57811.094535
